Instance,Terminal,Layer,X location,Y location,Voltage
TAP_TAPCELL_ROW_35_200,VPWR,li1,31.5100,106.3860,1.799982
TAP_TAPCELL_ROW_34_199,VPWR,li1,95.9100,105.7730,1.799993
TAP_TAPCELL_ROW_34_198,VPWR,li1,70.1500,105.7730,1.799989
TAP_TAPCELL_ROW_34_197,VPWR,li1,44.3900,105.7730,1.799985
TAP_TAPCELL_ROW_34_196,VPWR,li1,18.6300,105.7730,1.799983
TAP_TAPCELL_ROW_33_195,VPWR,li1,83.0300,100.9460,1.799991
TAP_TAPCELL_ROW_33_194,VPWR,li1,57.2700,100.9460,1.799988
TAP_TAPCELL_ROW_33_193,VPWR,li1,31.5100,100.9460,1.799990
TAP_TAPCELL_ROW_32_192,VPWR,li1,95.9100,100.3330,1.799993
TAP_TAPCELL_ROW_32_191,VPWR,li1,70.1500,100.3330,1.799991
TAP_TAPCELL_ROW_32_190,VPWR,li1,44.3900,100.3330,1.799990
TAP_TAPCELL_ROW_32_189,VPWR,li1,18.6300,100.3330,1.799993
TAP_TAPCELL_ROW_31_188,VPWR,li1,83.0300,95.5060,1.799993
TAP_TAPCELL_ROW_31_187,VPWR,li1,57.2700,95.5060,1.799993
TAP_TAPCELL_ROW_31_186,VPWR,li1,31.5100,95.5060,1.799991
TAP_TAPCELL_ROW_30_185,VPWR,li1,95.9100,94.8930,1.799990
TAP_TAPCELL_ROW_30_184,VPWR,li1,70.1500,94.8930,1.799995
TAP_TAPCELL_ROW_30_183,VPWR,li1,44.3900,94.8930,1.799995
TAP_TAPCELL_ROW_30_182,VPWR,li1,18.6300,94.8930,1.799990
TAP_TAPCELL_ROW_29_181,VPWR,li1,83.0300,90.0660,1.799997
TAP_TAPCELL_ROW_29_180,VPWR,li1,57.2700,90.0660,1.799994
TAP_TAPCELL_ROW_29_179,VPWR,li1,31.5100,90.0660,1.799986
TAP_TAPCELL_ROW_28_178,VPWR,li1,95.9100,89.4530,1.799998
TAP_TAPCELL_ROW_28_177,VPWR,li1,70.1500,89.4530,1.799995
TAP_TAPCELL_ROW_28_176,VPWR,li1,44.3900,89.4530,1.799992
TAP_TAPCELL_ROW_28_175,VPWR,li1,18.6300,89.4530,1.799984
TAP_TAPCELL_ROW_27_174,VPWR,li1,83.0300,84.6260,1.799954
TAP_TAPCELL_ROW_27_173,VPWR,li1,57.2700,84.6260,1.799950
TAP_TAPCELL_ROW_27_172,VPWR,li1,31.5100,84.6260,1.799952
TAP_TAPCELL_ROW_26_171,VPWR,li1,95.9100,84.0130,1.799964
TAP_TAPCELL_ROW_26_170,VPWR,li1,70.1500,84.0130,1.799963
TAP_TAPCELL_ROW_26_169,VPWR,li1,44.3900,84.0130,1.799954
TAP_TAPCELL_ROW_26_168,VPWR,li1,18.6300,84.0130,1.799957
TAP_TAPCELL_ROW_25_167,VPWR,li1,83.0300,79.1860,1.799966
TAP_TAPCELL_ROW_25_166,VPWR,li1,57.2700,79.1860,1.799971
TAP_TAPCELL_ROW_25_165,VPWR,li1,31.5100,79.1860,1.799945
TAP_TAPCELL_ROW_24_164,VPWR,li1,95.9100,78.5730,1.799968
TAP_TAPCELL_ROW_24_163,VPWR,li1,70.1500,78.5730,1.799979
TAP_TAPCELL_ROW_24_162,VPWR,li1,44.3900,78.5730,1.799971
TAP_TAPCELL_ROW_24_161,VPWR,li1,18.6300,78.5730,1.799949
TAP_TAPCELL_ROW_23_160,VPWR,li1,83.0300,73.7460,1.799974
TAP_TAPCELL_ROW_23_159,VPWR,li1,57.2700,73.7460,1.799969
TAP_TAPCELL_ROW_23_158,VPWR,li1,31.5100,73.7460,1.799982
TAP_TAPCELL_ROW_22_157,VPWR,li1,95.9100,73.1330,1.799980
TAP_TAPCELL_ROW_22_156,VPWR,li1,70.1500,73.1330,1.799977
TAP_TAPCELL_ROW_22_155,VPWR,li1,44.3900,73.1330,1.799980
TAP_TAPCELL_ROW_22_154,VPWR,li1,18.6300,73.1330,1.799986
TAP_TAPCELL_ROW_21_153,VPWR,li1,83.0300,68.3060,1.799979
TAP_TAPCELL_ROW_21_152,VPWR,li1,57.2700,68.3060,1.799979
TAP_TAPCELL_ROW_21_151,VPWR,li1,31.5100,68.3060,1.799981
TAP_TAPCELL_ROW_20_150,VPWR,li1,95.9100,67.6930,1.799988
TAP_TAPCELL_ROW_20_149,VPWR,li1,70.1500,67.6930,1.799986
TAP_TAPCELL_ROW_20_148,VPWR,li1,44.3900,67.6930,1.799985
TAP_TAPCELL_ROW_20_147,VPWR,li1,18.6300,67.6930,1.799984
TAP_TAPCELL_ROW_19_146,VPWR,li1,83.0300,62.8660,1.799965
TAP_TAPCELL_ROW_19_145,VPWR,li1,57.2700,62.8660,1.799926
TAP_TAPCELL_ROW_19_144,VPWR,li1,31.5100,62.8660,1.799979
TAP_TAPCELL_ROW_18_143,VPWR,li1,95.9100,62.2530,1.799977
TAP_TAPCELL_ROW_18_142,VPWR,li1,70.1500,62.2530,1.799958
TAP_TAPCELL_ROW_18_141,VPWR,li1,44.3900,62.2530,1.799962
TAP_TAPCELL_ROW_18_140,VPWR,li1,18.6300,62.2530,1.799986
TAP_TAPCELL_ROW_17_139,VPWR,li1,83.0300,57.4260,1.799984
TAP_TAPCELL_ROW_17_138,VPWR,li1,57.2700,57.4260,1.799988
TAP_TAPCELL_ROW_17_137,VPWR,li1,31.5100,57.4260,1.799983
TAP_TAPCELL_ROW_16_136,VPWR,li1,95.9100,56.8130,1.799989
TAP_TAPCELL_ROW_16_135,VPWR,li1,70.1500,56.8130,1.799988
TAP_TAPCELL_ROW_16_134,VPWR,li1,44.3900,56.8130,1.799990
TAP_TAPCELL_ROW_16_133,VPWR,li1,18.6300,56.8130,1.799983
TAP_TAPCELL_ROW_15_132,VPWR,li1,83.0300,51.9860,1.799971
TAP_TAPCELL_ROW_15_131,VPWR,li1,57.2700,51.9860,1.799974
TAP_TAPCELL_ROW_15_130,VPWR,li1,31.5100,51.9860,1.799987
TAP_TAPCELL_ROW_14_129,VPWR,li1,95.9100,51.3730,1.799977
TAP_TAPCELL_ROW_14_128,VPWR,li1,70.1500,51.3730,1.799981
TAP_TAPCELL_ROW_14_127,VPWR,li1,44.3900,51.3730,1.799983
TAP_TAPCELL_ROW_14_126,VPWR,li1,18.6300,51.3730,1.799990
TAP_TAPCELL_ROW_13_125,VPWR,li1,83.0300,46.5460,1.799956
TAP_TAPCELL_ROW_13_124,VPWR,li1,57.2700,46.5460,1.799956
TAP_TAPCELL_ROW_13_123,VPWR,li1,31.5100,46.5460,1.799972
TAP_TAPCELL_ROW_12_122,VPWR,li1,95.9100,45.9330,1.799971
TAP_TAPCELL_ROW_12_121,VPWR,li1,70.1500,45.9330,1.799958
TAP_TAPCELL_ROW_12_120,VPWR,li1,44.3900,45.9330,1.799969
TAP_TAPCELL_ROW_12_119,VPWR,li1,18.6300,45.9330,1.799984
TAP_TAPCELL_ROW_11_118,VPWR,li1,83.0300,41.1060,1.799969
TAP_TAPCELL_ROW_11_117,VPWR,li1,57.2700,41.1060,1.799975
TAP_TAPCELL_ROW_11_116,VPWR,li1,31.5100,41.1060,1.799966
TAP_TAPCELL_ROW_10_115,VPWR,li1,95.9100,40.4930,1.799977
TAP_TAPCELL_ROW_10_114,VPWR,li1,70.1500,40.4930,1.799983
TAP_TAPCELL_ROW_10_113,VPWR,li1,44.3900,40.4930,1.799974
TAP_TAPCELL_ROW_10_112,VPWR,li1,18.6300,40.4930,1.799962
TAP_TAPCELL_ROW_9_111,VPWR,li1,83.0300,35.6660,1.799982
TAP_TAPCELL_ROW_9_110,VPWR,li1,57.2700,35.6660,1.799975
TAP_TAPCELL_ROW_9_109,VPWR,li1,31.5100,35.6660,1.799956
TAP_TAPCELL_ROW_8_108,VPWR,li1,95.9100,35.0530,1.799986
TAP_TAPCELL_ROW_8_107,VPWR,li1,70.1500,35.0530,1.799987
TAP_TAPCELL_ROW_8_106,VPWR,li1,44.3900,35.0530,1.799964
TAP_TAPCELL_ROW_8_105,VPWR,li1,18.6300,35.0530,1.799962
TAP_TAPCELL_ROW_7_104,VPWR,li1,83.0300,30.2260,1.799993
TAP_TAPCELL_ROW_7_103,VPWR,li1,57.2700,30.2260,1.799985
TAP_TAPCELL_ROW_7_102,VPWR,li1,31.5100,30.2260,1.799992
TAP_TAPCELL_ROW_6_101,VPWR,li1,95.9100,29.6130,1.799994
TAP_TAPCELL_ROW_6_100,VPWR,li1,70.1500,29.6130,1.799991
TAP_TAPCELL_ROW_6_99,VPWR,li1,44.3900,29.6130,1.799992
TAP_TAPCELL_ROW_6_98,VPWR,li1,18.6300,29.6130,1.799991
TAP_TAPCELL_ROW_5_97,VPWR,li1,83.0300,24.7860,1.799982
TAP_TAPCELL_ROW_5_96,VPWR,li1,57.2700,24.7860,1.799983
TAP_TAPCELL_ROW_5_95,VPWR,li1,31.5100,24.7860,1.799986
TAP_TAPCELL_ROW_4_94,VPWR,li1,95.9100,24.1730,1.799986
TAP_TAPCELL_ROW_4_93,VPWR,li1,70.1500,24.1730,1.799989
TAP_TAPCELL_ROW_4_92,VPWR,li1,44.3900,24.1730,1.799988
TAP_TAPCELL_ROW_4_91,VPWR,li1,18.6300,24.1730,1.799988
TAP_TAPCELL_ROW_3_90,VPWR,li1,83.0300,19.3460,1.799991
TAP_TAPCELL_ROW_3_89,VPWR,li1,57.2700,19.3460,1.799985
TAP_TAPCELL_ROW_3_88,VPWR,li1,31.5100,19.3460,1.799983
TAP_TAPCELL_ROW_2_87,VPWR,li1,95.9100,18.7330,1.799995
TAP_TAPCELL_ROW_2_86,VPWR,li1,70.1500,18.7330,1.799991
TAP_TAPCELL_ROW_2_85,VPWR,li1,44.3900,18.7330,1.799988
TAP_TAPCELL_ROW_2_84,VPWR,li1,18.6300,18.7330,1.799983
TAP_TAPCELL_ROW_1_83,VPWR,li1,83.0300,13.9060,1.799990
TAP_TAPCELL_ROW_1_82,VPWR,li1,57.2700,13.9060,1.799987
TAP_TAPCELL_ROW_1_81,VPWR,li1,31.5100,13.9060,1.799984
TAP_TAPCELL_ROW_0_80,VPWR,li1,95.9100,13.2930,1.799994
TAP_TAPCELL_ROW_0_79,VPWR,li1,83.0300,13.2930,1.799990
TAP_TAPCELL_ROW_0_78,VPWR,li1,70.1500,13.2930,1.799992
TAP_TAPCELL_ROW_0_77,VPWR,li1,57.2700,13.2930,1.799987
TAP_TAPCELL_ROW_0_76,VPWR,li1,44.3900,13.2930,1.799987
TAP_TAPCELL_ROW_0_75,VPWR,li1,31.5100,13.2930,1.799984
TAP_TAPCELL_ROW_0_74,VPWR,li1,18.6300,13.2930,1.799983
PHY_EDGE_ROW_36_Left_73,VPWR,li1,6.2100,111.5200,1.799999
PHY_EDGE_ROW_35_Left_72,VPWR,li1,6.2100,106.0800,1.799988
PHY_EDGE_ROW_34_Left_71,VPWR,li1,6.2100,106.0800,1.799988
PHY_EDGE_ROW_33_Left_70,VPWR,li1,6.2100,100.6400,1.799996
PHY_EDGE_ROW_32_Left_69,VPWR,li1,6.2100,100.6400,1.799996
PHY_EDGE_ROW_31_Left_68,VPWR,li1,6.2100,95.2000,1.799993
PHY_EDGE_ROW_30_Left_67,VPWR,li1,6.2100,95.2000,1.799993
PHY_EDGE_ROW_29_Left_66,VPWR,li1,6.2100,89.7600,1.799990
PHY_EDGE_ROW_28_Left_65,VPWR,li1,6.2100,89.7600,1.799990
PHY_EDGE_ROW_27_Left_64,VPWR,li1,6.2100,84.3200,1.799978
PHY_EDGE_ROW_26_Left_63,VPWR,li1,6.2100,84.3200,1.799978
PHY_EDGE_ROW_25_Left_62,VPWR,li1,6.2100,78.8800,1.799970
PHY_EDGE_ROW_24_Left_61,VPWR,li1,6.2100,78.8800,1.799970
PHY_EDGE_ROW_23_Left_60,VPWR,li1,6.2100,73.4400,1.799991
PHY_EDGE_ROW_22_Left_59,VPWR,li1,6.2100,73.4400,1.799991
PHY_EDGE_ROW_21_Left_58,VPWR,li1,6.2100,68.0000,1.799991
PHY_EDGE_ROW_20_Left_57,VPWR,li1,6.2100,68.0000,1.799991
PHY_EDGE_ROW_19_Left_56,VPWR,li1,6.2100,62.5600,1.799991
PHY_EDGE_ROW_18_Left_55,VPWR,li1,6.2100,62.5600,1.799991
PHY_EDGE_ROW_17_Left_54,VPWR,li1,6.2100,57.1200,1.799990
PHY_EDGE_ROW_16_Left_53,VPWR,li1,6.2100,57.1200,1.799990
PHY_EDGE_ROW_15_Left_52,VPWR,li1,6.2100,51.6800,1.799993
PHY_EDGE_ROW_14_Left_51,VPWR,li1,6.2100,51.6800,1.799993
PHY_EDGE_ROW_13_Left_50,VPWR,li1,6.2100,46.2400,1.799992
PHY_EDGE_ROW_12_Left_49,VPWR,li1,6.2100,46.2400,1.799992
PHY_EDGE_ROW_11_Left_48,VPWR,li1,6.2100,40.8000,1.799978
PHY_EDGE_ROW_10_Left_47,VPWR,li1,6.2100,40.8000,1.799978
PHY_EDGE_ROW_9_Left_46,VPWR,li1,6.2100,35.3600,1.799978
PHY_EDGE_ROW_8_Left_45,VPWR,li1,6.2100,35.3600,1.799978
PHY_EDGE_ROW_7_Left_44,VPWR,li1,6.2100,29.9200,1.799995
PHY_EDGE_ROW_6_Left_43,VPWR,li1,6.2100,29.9200,1.799995
PHY_EDGE_ROW_5_Left_42,VPWR,li1,6.2100,24.4800,1.799991
PHY_EDGE_ROW_4_Left_41,VPWR,li1,6.2100,24.4800,1.799991
PHY_EDGE_ROW_3_Left_40,VPWR,li1,6.2100,19.0400,1.799990
PHY_EDGE_ROW_2_Left_39,VPWR,li1,6.2100,19.0400,1.799990
PHY_EDGE_ROW_1_Left_38,VPWR,li1,6.2100,13.6000,1.799989
PHY_EDGE_ROW_0_Left_37,VPWR,li1,6.2100,13.6000,1.799989
PHY_EDGE_ROW_36_Right_36,VPWR,li1,106.4900,111.5200,1.800000
PHY_EDGE_ROW_35_Right_35,VPWR,li1,106.4900,106.0800,1.799996
PHY_EDGE_ROW_34_Right_34,VPWR,li1,106.4900,106.0800,1.799996
PHY_EDGE_ROW_33_Right_33,VPWR,li1,106.4900,100.6400,1.799996
PHY_EDGE_ROW_32_Right_32,VPWR,li1,106.4900,100.6400,1.799996
PHY_EDGE_ROW_31_Right_31,VPWR,li1,106.4900,95.2000,1.799992
PHY_EDGE_ROW_30_Right_30,VPWR,li1,106.4900,95.2000,1.799992
PHY_EDGE_ROW_29_Right_29,VPWR,li1,106.4900,89.7600,1.799999
PHY_EDGE_ROW_28_Right_28,VPWR,li1,106.4900,89.7600,1.799999
PHY_EDGE_ROW_27_Right_27,VPWR,li1,106.4900,84.3200,1.799976
PHY_EDGE_ROW_26_Right_26,VPWR,li1,106.4900,84.3200,1.799976
PHY_EDGE_ROW_25_Right_25,VPWR,li1,106.4900,78.8800,1.799980
PHY_EDGE_ROW_24_Right_24,VPWR,li1,106.4900,78.8800,1.799980
PHY_EDGE_ROW_23_Right_23,VPWR,li1,106.4900,73.4400,1.799986
PHY_EDGE_ROW_22_Right_22,VPWR,li1,106.4900,73.4400,1.799986
PHY_EDGE_ROW_21_Right_21,VPWR,li1,106.4900,68.0000,1.799992
PHY_EDGE_ROW_20_Right_20,VPWR,li1,106.4900,68.0000,1.799992
PHY_EDGE_ROW_19_Right_19,VPWR,li1,106.4900,62.5600,1.799984
PHY_EDGE_ROW_18_Right_18,VPWR,li1,106.4900,62.5600,1.799984
PHY_EDGE_ROW_17_Right_17,VPWR,li1,106.4900,57.1200,1.799993
PHY_EDGE_ROW_16_Right_16,VPWR,li1,106.4900,57.1200,1.799993
PHY_EDGE_ROW_15_Right_15,VPWR,li1,106.4900,51.6800,1.799987
PHY_EDGE_ROW_14_Right_14,VPWR,li1,106.4900,51.6800,1.799987
PHY_EDGE_ROW_13_Right_13,VPWR,li1,106.4900,46.2400,1.799980
PHY_EDGE_ROW_12_Right_12,VPWR,li1,106.4900,46.2400,1.799980
PHY_EDGE_ROW_11_Right_11,VPWR,li1,106.4900,40.8000,1.799985
PHY_EDGE_ROW_10_Right_10,VPWR,li1,106.4900,40.8000,1.799985
PHY_EDGE_ROW_9_Right_9,VPWR,li1,106.4900,35.3600,1.799989
PHY_EDGE_ROW_8_Right_8,VPWR,li1,106.4900,35.3600,1.799989
PHY_EDGE_ROW_7_Right_7,VPWR,li1,106.4900,29.9200,1.799994
PHY_EDGE_ROW_6_Right_6,VPWR,li1,106.4900,29.9200,1.799994
PHY_EDGE_ROW_5_Right_5,VPWR,li1,106.4900,24.4800,1.799990
PHY_EDGE_ROW_4_Right_4,VPWR,li1,106.4900,24.4800,1.799990
PHY_EDGE_ROW_3_Right_3,VPWR,li1,106.4900,19.0400,1.799996
PHY_EDGE_ROW_2_Right_2,VPWR,li1,106.4900,19.0400,1.799996
PHY_EDGE_ROW_1_Right_1,VPWR,li1,106.4900,13.6000,1.799996
PHY_EDGE_ROW_0_Right_0,VPWR,li1,106.4900,13.6000,1.799996
_0921_,VPWR,li1,36.5700,111.5200,1.799995
_0920_,VPWR,li1,35.1900,106.0800,1.799984
_0919_,VPWR,li1,38.4100,78.8800,1.799963
_0918_,VPWR,li1,38.8700,73.4400,1.799983
_0917_,VPWR,li1,49.4500,73.4400,1.799974
_0916_,VPWR,li1,50.3700,78.8800,1.799969
_0915_,VPWR,li1,62.3300,73.4400,1.799967
_0914_,VPWR,li1,64.6300,78.8800,1.799974
_0913_,VPWR,li1,52.2100,84.3200,1.799950
_0912_,VPWR,li1,62.3300,95.2000,1.799992
_0911_,VPWR,li1,59.5700,100.6400,1.799987
_0910_,VPWR,li1,60.4900,106.0800,1.799984
_0909_,VPWR,li1,45.7700,106.0800,1.799984
_0908_,VPWR,li1,39.3300,100.6400,1.799992
_0907_,VPWR,li1,29.6700,100.6400,1.799989
_0906_,VPWR,li1,39.3300,89.7600,1.799989
_0905_,VPWR,li1,37.0300,84.3200,1.799955
_0904_,VPWR,li1,30.5900,84.3200,1.799950
_0903_,VPWR,li1,54.5100,68.0000,1.799979
_0902_,VPWR,li1,52.2100,62.5600,1.799940
_0901_,VPWR,li1,70.1500,62.5600,1.799958
_0900_,VPWR,li1,64.1700,68.0000,1.799981
_0899_,VPWR,li1,57.2700,24.4800,1.799983
_0898_,VPWR,li1,57.7300,19.0400,1.799985
_0897_,VPWR,li1,96.8300,35.3600,1.799987
_0896_,VPWR,li1,82.1100,62.5600,1.799963
_0895_,VPWR,li1,89.0100,13.6000,1.799990
_0894_,VPWR,li1,88.0900,40.8000,1.799964
_0893_,VPWR,li1,77.9700,35.3600,1.799982
_0892_,VPWR,li1,85.3300,35.3600,1.799981
_0891_,VPWR,li1,100.9700,29.9200,1.799994
_0890_,VPWR,li1,42.5500,40.8000,1.799975
_0889_,VPWR,li1,68.3100,51.6800,1.799978
_0888_,VPWR,li1,36.5700,35.3600,1.799966
_0887_,VPWR,li1,53.1300,29.9200,1.799986
_0886_,VPWR,li1,49.4500,13.6000,1.799985
_0885_,VPWR,li1,39.3300,40.8000,1.799977
_0884_,VPWR,li1,52.2100,40.8000,1.799973
_0883_,VPWR,li1,51.7500,51.6800,1.799975
_0882_,VPWR,li1,100.5100,46.2400,1.799980
_0881_,VPWR,li1,77.5100,57.1200,1.799983
_0880_,VPWR,li1,100.9700,73.4400,1.799986
_0879_,VPWR,li1,94.5300,73.4400,1.799980
_0878_,VPWR,li1,88.0900,68.0000,1.799981
_0877_,VPWR,li1,79.8100,68.0000,1.799978
_0876_,VPWR,li1,75.6700,68.0000,1.799980
_0875_,VPWR,li1,78.8900,78.8800,1.799968
_0874_,VPWR,li1,73.3700,78.8800,1.799975
_0873_,VPWR,li1,71.0700,89.7600,1.799995
_0872_,VPWR,li1,100.9700,84.3200,1.799976
_0871_,VPWR,li1,94.0700,78.8800,1.799961
_0870_,VPWR,li1,100.9700,95.2000,1.799992
_0869_,VPWR,li1,95.9100,95.2000,1.799990
_0868_,VPWR,li1,90.8500,100.6400,1.799990
_0867_,VPWR,li1,84.8700,106.0800,1.799987
_0866_,VPWR,li1,72.4500,106.0800,1.799988
_0865_,VPWR,li1,71.9900,100.6400,1.799992
_0864_,VPWR,li1,28.2900,24.4800,1.799985
_0863_,VPWR,li1,26.4500,19.0400,1.799980
_0862_,VPWR,li1,31.5100,35.3600,1.799956
_0861_,VPWR,li1,93.6100,24.4800,1.799984
_0860_,VPWR,li1,52.2100,24.4800,1.799983
_0859_,VPWR,li1,57.7300,51.6800,1.799974
_0858_,VPWR,li1,65.0900,57.1200,1.799987
_0857_,VPWR,li1,39.7900,13.6000,1.799988
_0856_,VPWR,li1,29.6700,19.0400,1.799981
_0855_,VPWR,li1,81.1900,46.2400,1.799955
_0854_,VPWR,li1,77.9700,57.1200,1.799983
_0853_,VPWR,li1,87.6300,24.4800,1.799981
_0852_,VPWR,li1,63.7100,29.9200,1.799985
_0851_,VPWR,li1,64.1700,40.8000,1.799977
_0850_,VPWR,li1,64.1700,29.9200,1.799985
_0849_,VPWR,li1,74.2900,46.2400,1.799954
_0848_,VPWR,li1,77.5100,24.4800,1.799983
_0847_,VPWR,li1,71.5300,19.0400,1.799990
_0846_,VPWR,li1,70.1500,13.6000,1.799992
_0845_,VPWR,li1,25.5300,106.0800,1.799981
_0844_,VPWR,li1,13.5700,106.0800,1.799985
_0843_,VPWR,li1,12.6500,106.0800,1.799985
_0842_,VPWR,li1,12.6500,95.2000,1.799992
_0841_,VPWR,li1,25.5300,89.7600,1.799983
_0840_,VPWR,li1,24.6100,95.2000,1.799989
_0839_,VPWR,li1,11.7300,89.7600,1.799990
_0838_,VPWR,li1,15.4100,84.3200,1.799967
_0837_,VPWR,li1,24.1500,78.8800,1.799946
_0836_,VPWR,li1,11.7300,78.8800,1.799970
_0835_,VPWR,li1,12.6500,73.4400,1.799988
_0834_,VPWR,li1,17.7100,68.0000,1.799984
_0833_,VPWR,li1,25.9900,73.4400,1.799982
_0832_,VPWR,li1,27.3700,68.0000,1.799980
_0831_,VPWR,li1,33.3500,68.0000,1.799982
_0830_,VPWR,li1,35.6500,57.1200,1.799984
_0829_,VPWR,li1,27.3700,46.2400,1.799974
_0828_,VPWR,li1,28.2900,57.1200,1.799981
_0827_,VPWR,li1,21.3900,57.1200,1.799981
_0826_,VPWR,li1,13.1100,57.1200,1.799987
_0825_,VPWR,li1,13.1100,51.6800,1.799991
_0824_,VPWR,li1,11.2700,62.5600,1.799991
_0823_,VPWR,li1,13.1100,40.8000,1.799971
_0822_,VPWR,li1,12.1900,35.3600,1.799978
_0821_,VPWR,li1,20.0100,29.9200,1.799990
_0820_,VPWR,li1,24.6100,35.3600,1.799952
_0819_,VPWR,li1,10.8100,24.4800,1.799991
_0818_,VPWR,li1,17.2500,19.0400,1.799983
_0817_,VPWR,li1,13.1100,13.6000,1.799985
_0816_,VPWR,li1,21.8500,13.6000,1.799981
_0815_,VPWR,li1,100.9700,62.5600,1.799984
_0814_,VPWR,li1,92.2300,57.1200,1.799986
_0813_,VPWR,li1,42.0900,51.6800,1.799985
_0812_,VPWR,li1,41.6300,62.5600,1.799974
_0811_,VPWR,li1,37.9500,51.6800,1.799984
_0810_,VPWR,li1,17.7100,106.0800,1.799983
_0809_,VPWR,li1,51.2900,106.0800,1.799984
_0808_,VPWR,li1,38.8700,68.0000,1.799986
_0807_,VPWR,li1,41.1700,68.0000,1.799987
_0806_,VPWR,li1,54.9700,73.4400,1.799970
_0805_,VPWR,li1,51.7500,84.3200,1.799950
_0804_,VPWR,li1,67.8500,73.4400,1.799971
_0803_,VPWR,li1,64.1700,84.3200,1.799951
_0802_,VPWR,li1,45.7700,84.3200,1.799953
_0801_,VPWR,li1,65.0900,95.2000,1.799993
_0800_,VPWR,li1,60.4900,106.0800,1.799984
_0799_,VPWR,li1,61.8700,100.6400,1.799988
_0798_,VPWR,li1,43.4700,111.5200,1.799997
_0797_,VPWR,li1,45.3100,100.6400,1.799990
_0796_,VPWR,li1,35.6500,95.2000,1.799993
_0795_,VPWR,li1,43.4700,89.7600,1.799992
_0794_,VPWR,li1,46.2300,84.3200,1.799953
_0793_,VPWR,li1,30.5900,73.4400,1.799982
_0792_,VPWR,li1,58.1900,68.0000,1.799980
_0791_,VPWR,li1,54.9700,73.4400,1.799970
_0790_,VPWR,li1,71.0700,68.0000,1.799984
_0789_,VPWR,li1,65.0900,68.0000,1.799981
_0788_,VPWR,li1,58.1900,19.0400,1.799985
_0787_,VPWR,li1,58.1900,13.6000,1.799988
_0786_,VPWR,li1,96.8300,40.8000,1.799981
_0785_,VPWR,li1,83.9500,62.5600,1.799965
_0784_,VPWR,li1,89.4700,13.6000,1.799991
_0783_,VPWR,li1,93.6100,40.8000,1.799973
_0782_,VPWR,li1,79.8100,35.3600,1.799982
_0781_,VPWR,li1,83.9500,29.9200,1.799993
_0780_,VPWR,li1,100.9700,24.4800,1.799990
_0779_,VPWR,li1,46.2300,40.8000,1.799974
_0778_,VPWR,li1,71.0700,51.6800,1.799981
_0777_,VPWR,li1,25.5300,40.8000,1.799962
_0776_,VPWR,li1,53.1300,35.3600,1.799971
_0775_,VPWR,li1,49.4500,13.6000,1.799985
_0774_,VPWR,li1,45.3100,46.2400,1.799969
_0773_,VPWR,li1,54.9700,46.2400,1.799958
_0772_,VPWR,li1,51.7500,57.1200,1.799989
_0771_,VPWR,li1,101.8900,46.2400,1.799980
_0770_,VPWR,li1,77.5100,51.6800,1.799975
_0769_,VPWR,li1,102.8100,68.0000,1.799992
_0768_,VPWR,li1,96.8300,78.8800,1.799968
_0767_,VPWR,li1,88.0900,62.5600,1.799971
_0766_,VPWR,li1,81.1900,62.5600,1.799963
_0765_,VPWR,li1,74.2900,68.0000,1.799982
_0764_,VPWR,li1,81.1900,68.0000,1.799978
_0763_,VPWR,li1,77.0500,84.3200,1.799958
_0762_,VPWR,li1,69.6900,95.2000,1.799995
_0761_,VPWR,li1,102.3500,84.3200,1.799976
_0760_,VPWR,li1,94.5300,84.3200,1.799960
_0759_,VPWR,li1,100.5100,89.7600,1.799999
_0758_,VPWR,li1,94.9900,100.6400,1.799993
_0757_,VPWR,li1,92.2300,106.0800,1.799991
_0756_,VPWR,li1,86.2500,106.0800,1.799988
_0755_,VPWR,li1,79.3500,106.0800,1.799988
_0754_,VPWR,li1,73.3700,106.0800,1.799988
_0753_,VPWR,li1,30.1300,24.4800,1.799986
_0752_,VPWR,li1,23.2300,19.0400,1.799981
_0751_,VPWR,li1,35.6500,29.9200,1.799993
_0750_,VPWR,li1,94.5300,29.9200,1.799994
_0749_,VPWR,li1,58.1900,29.9200,1.799985
_0748_,VPWR,li1,58.1900,46.2400,1.799956
_0747_,VPWR,li1,68.3100,51.6800,1.799978
_0746_,VPWR,li1,47.6100,13.6000,1.799986
_0745_,VPWR,li1,26.9100,13.6000,1.799982
_0744_,VPWR,li1,90.3900,46.2400,1.799963
_0743_,VPWR,li1,79.8100,62.5600,1.799962
_0742_,VPWR,li1,84.4100,19.0400,1.799992
_0741_,VPWR,li1,62.3300,24.4800,1.799985
_0740_,VPWR,li1,63.2500,51.6800,1.799975
_0739_,VPWR,li1,69.2300,29.9200,1.799991
_0738_,VPWR,li1,74.7500,46.2400,1.799954
_0737_,VPWR,li1,82.1100,19.0400,1.799991
_0736_,VPWR,li1,77.0500,19.0400,1.799990
_0735_,VPWR,li1,71.0700,19.0400,1.799991
_0734_,VPWR,li1,102.3500,57.1200,1.799993
_0733_,VPWR,li1,91.7700,62.5600,1.799973
_0732_,VPWR,li1,43.4700,51.6800,1.799983
_0731_,VPWR,li1,41.6300,68.0000,1.799987
_0730_,VPWR,li1,20.2400,106.0800,1.799983
_0729_,VPWR,li1,36.5700,106.0800,1.799984
_0728_,VPWR,li1,23.0000,100.6400,1.799991
